Country,variant,first_seq,last_seq,duration,mortality_rate,total_cases,total_deaths,growth_rate,Continent
Belize,21C.Epsilon,2021-02-12,2021-07-07,146,0.025518856505854802,53.375,1.362068966,7.627749267,North America
Belize,21A.21B,2021-01-07,2021-07-11,186,0.023391411716089754,1906.031609,44.58477011,10.85174865,North America
Belize,S.E484,2021-05-07,2021-10-08,155,0.023449893105038835,458.3017241,10.74712644,18.968771,North America
Belize,S.H69-,2021-01-29,2021-09-16,231,0.02347970633178545,560.0948276,13.15086207,10.20799226,North America
Belize,20J.Gamma.V3,2021-05-07,2021-07-16,71,0.023449893105038835,458.3017241,10.74712644,18.968771,North America
Belize,S.H655,2020-04-09,2021-02-20,318,0.023449893087412806,479.1336207,11.23563218,38.43868707,North America
Belize,S.P681,2020-12-27,2021-01-18,23,0.023391411712236982,3120.864943,73.00143678,11.66055802,North America
Belize,21J.Delta,2021-06-27,2021-07-07,11,0.023391411707161552,439.8534483,10.2887931,30.8513834,North America
Canada,Omicron.Similar,2021-11-23,2021-11-20,1,0.016681592746199903,107.9062766,1.800048561,0.0,North America
Canada,21K.Omicron,2021-11-23,2021-10-27,1,0.016681592746199903,107.9062766,1.800048561,0.0,North America
Canada,S.Q677H.Bluebird,2021-03-04,2021-11-08,250,0.025616685387868234,26.79324997,0.686354255,0.0,North America
Costa Rica,S.Q677,2021-01-10,2021-11-04,299,0.012533091632384417,2192.484014,27.47860305,1430.588025,North America
Costa Rica,S.N501,2021-02-10,2021-10-18,251,0.011999586608569384,49475.14265,593.6812592,1515.232751,North America
Costa Rica,S.L18,2021-02-10,2021-08-24,196,0.011976691763255564,21381.83276,256.0836203,1512.279475,North America
Costa Rica,21A.Delta.S.K417,2021-08-09,2021-05-12,1,0.012276971527403265,103.4092474,1.269552386,891.4513362,North America
Costa Rica,S.Q613,2021-07-19,2021-06-04,1,0.012432294034401008,682.0019675,8.478848992,1941.903835,North America
Costa Rica,S.Q677P.Pelican,2021-03-09,2020-12-21,1,0.013621280984069156,264.6064929,3.60427939,408.8935065,North America
Costa Rica,21I.Delta,2021-06-27,2020-12-29,1,0.012432294034555352,5183.214953,64.43925234,1813.181144,North America
Costa Rica,20H.Beta.V2,2021-02-10,2021-01-05,1,0.012561421659161194,1211.557796,15.21888834,1335.033593,North America
Costa Rica,Delta.ORF1a3059F,2021-10-25,2021-03-01,1,0.012533091632834484,137.0302509,1.717412691,891.4513362,North America
Costa Rica,20B.S.732A,2021-01-01,2021-02-17,48,0.013508296239564585,277.1064929,3.743236596,457.9628667,North America
Costa Rica,ORF1a.S3675,2021-02-10,2021-09-14,217,0.01187493044829812,22175.2302,263.3293163,1497.691997,North America
Costa Rica,21D.Eta,2021-03-03,2020-11-23,1,0.01362128098750099,158.7638957,2.162567634,385.8974359,North America
Costa Rica,21F.Iota,2021-02-22,2021-05-05,73,0.01250391228344529,479.3384161,5.993605509,1467.507337,North America
Costa Rica,S.K417,2021-02-10,2021-03-05,24,0.012276971524868847,1757.957206,21.58239056,1401.116259,North America
Costa Rica,S.S98F,2021-03-10,2020-12-07,1,0.013703375813462034,51.11460895,0.700442696,891.4513362,North America
Costa Rica,S.Y145,2021-06-11,2020-12-11,1,0.011999586609717451,4581.031727,54.97048697,1690.34228,North America
Costa Rica,S.Y144-,2020-11-06,2020-12-20,45,0.011999586614228657,18062.35366,216.7407772,1199.534558,North America
Costa Rica,21H.Mu,2021-05-30,2020-12-23,1,0.011999586610408636,7853.197245,94.23512051,1657.996752,North America
Costa Rica,20I.Alpha.V1,2021-02-22,2021-01-27,1,0.01221517556201879,14824.1574,181.0796852,1483.889006,North America
Costa Rica,S.A222,2021-06-27,2021-04-22,1,0.012493479864271403,5469.454009,68.33251353,1807.14679,North America
Costa Rica,S.T572,2021-05-05,2021-03-05,1,0.012729373149686545,180.1087063,2.29267093,1931.159501,North America
Costa Rica,21C.Epsilon,2020-12-25,2021-03-06,72,0.012729373147330678,1080.652238,13.75602558,1004.054331,North America
Costa Rica,S.E484,2021-01-24,2021-04-18,85,0.012544437165558914,35585.68273,446.402361,1487.840053,North America
Costa Rica,S.H69-,2021-02-22,2021-11-13,265,0.012729373147778132,9815.924496,124.9505657,1413.039502,North America
Costa Rica,20J.Gamma.V3,2021-03-03,2021-07-06,126,0.011874930449041483,20508.88342,243.5415642,1601.22802,North America
Costa Rica,S.H655,2021-01-22,2021-11-22,305,0.011874930448173428,21149.78603,251.1522381,1404.983864,North America
Costa Rica,21G.Lambda,2021-06-20,2021-08-10,52,0.011837350557785458,1836.001968,21.73339892,1456.379889,North America
Dominican Republic,S.Q677,2021-05-10,2021-01-10,1,0.011046794698767503,797.1967655,8.806469003,547.3412707,North America
Dominican Republic,S.N501,2020-12-27,2021-09-17,265,0.011067429438256941,41356.67925,457.7121294,667.345935,North America
Dominican Republic,S.L18,2021-03-11,2021-05-07,58,0.011067429438444592,11730.98113,129.8318059,624.4583786,North America
Dominican Republic,21A.Delta,2021-09-16,2021-07-06,1,0.011000411204922863,2206.386523,24.27115903,545.4440031,North America
Dominican Republic,S.Q613,2021-03-15,2021-01-12,1,0.011046794694727175,996.4959569,11.00808625,623.7516195,North America
Dominican Republic,21I.Delta,2021-08-16,2021-08-27,12,0.011104111957197628,790.7514825,8.780592992,326.0193177,North America
Dominican Republic,Delta.ORF1a3059F,2021-10-14,2021-07-25,1,0.011046794698898812,398.5983827,4.403234501,784.5,North America
Dominican Republic,ORF1a.S3675,2020-12-27,2021-06-12,168,0.011067429439854138,38573.0566,426.9045822,667.345935,North America
Dominican Republic,21F.Iota,2021-01-13,2021-01-20,8,0.011571583927857055,5502.371968,63.67115903,719.107681,North America
Dominican Republic,DanishCluster,2021-05-21,2021-08-07,79,0.012793381387135896,151.8221024,1.942318059,891.4513362,North America
Dominican Republic,S.Y145,2021-05-03,2021-06-20,49,0.011394061915703144,23923.08679,272.5811321,699.7702314,North America
Dominican Republic,S.Y144-,2020-12-27,2021-06-02,158,0.011505856766753678,18315.8566,210.7396226,741.8163722,North America
Dominican Republic,21H.Mu,2021-05-03,2021-04-23,1,0.01157098483169762,22940.73531,265.4469003,905.209616,North America
Dominican Republic,20I.Alpha.V1,2020-12-27,2021-08-05,222,0.012793381386215944,3036.442049,38.84636119,717.3875681,North America
Dominican Republic,S.A222,2021-01-15,2021-08-22,220,0.011104111957934253,7314.451213,81.22048518,640.318159,North America
Dominican Republic,21C.Epsilon,2021-01-26,2021-02-01,7,0.012428200970889763,111.2156334,1.382210243,891.4513362,North America
Dominican Republic,21A.21B,2021-07-27,2021-04-11,1,0.011394061919280286,1329.060377,15.14339623,267.3877378,North America
Dominican Republic,S.E484,2021-01-14,2021-04-01,78,0.011000411206689579,49142.24528,540.5849057,635.3241024,North America
Dominican Republic,S.S477,2021-01-15,2021-09-14,243,0.011571583927999868,2200.948787,25.46846361,715.2200837,North America
Dominican Republic,S.H69-,2020-12-27,2021-07-26,212,0.012793381386610209,4251.018868,54.38490566,717.3875681,North America
Dominican Republic,20J.Gamma.V3,2021-03-11,2021-06-01,83,0.01106742944692534,11333.32075,125.4307278,624.4583786,North America
Dominican Republic,S.H655,2021-03-09,2021-07-10,124,0.011067429440933033,20678.33962,228.8560647,624.0847343,North America
Dominican Republic,21G.Lambda,2021-05-10,2021-07-10,62,0.011571583927285817,1100.474394,12.73423181,963.2947812,North America
Dominican Republic,20A.EU1,2021-01-15,2021-06-27,164,0.012869835789047655,101.8700809,1.311051213,891.4513362,North America
Dominican Republic,21J.Delta,2021-05-20,2021-03-20,1,0.010972013726101012,23528.66846,258.1568733,501.066808,North America
El Salvador,S.N501,2021-04-29,2021-11-20,206,0.030297835372226085,3820.873362,115.7641921,187.0833695,North America
El Salvador,S.L18,2021-05-01,2021-10-20,173,0.030694528741484782,302.1746725,9.27510917,891.4513362,North America
El Salvador,21A.Delta,2021-08-02,2021-11-10,101,0.030297835372226082,382.0873362,11.57641921,891.4513362,North America
El Salvador,S.Q613,2021-07-02,2021-11-09,131,0.030381128913300866,343.9563319,10.44978166,891.4513362,North America
El Salvador,20B.S.732A,2021-04-29,2021-10-27,182,0.02996776516547011,739.6593886,22.16593886,176.9714609,North America
El Salvador,ORF1a.S3675,2021-04-29,2021-11-18,204,0.030297835384197863,16047.66812,486.209607,187.0833695,North America
El Salvador,S.Y144-,2021-04-29,2021-10-21,176,0.030297835372226085,3820.873362,115.7641921,187.0833695,North America
El Salvador,20I.Alpha.V1,2021-04-29,2021-11-05,191,0.030297835376645904,2674.611354,81.0349345,187.0833695,North America
El Salvador,21C.Epsilon,2021-04-29,2021-11-20,206,0.029967765170490483,12944.0393,387.9039301,176.9714609,North America
El Salvador,21A.21B,2021-08-02,2021-08-04,3,0.030297835381347317,764.1746725,23.15283843,891.4513362,North America
El Salvador,S.E484,2021-05-01,2021-08-28,120,0.030694528741484782,302.1746725,9.27510917,891.4513362,North America
El Salvador,S.H69-,2021-05-02,2021-08-31,122,0.030297835378075816,3056.69869,92.61135371,189.4625198,North America
El Salvador,20J.Gamma.V3,2021-05-01,2021-10-25,178,0.030694528741484782,302.1746725,9.27510917,891.4513362,North America
El Salvador,S.H655,2021-05-01,2021-08-04,96,0.030694528741484782,302.1746725,9.27510917,891.4513362,North America
El Salvador,21G.Lambda,2021-04-29,2021-09-17,142,0.03029783538387885,4967.135371,150.4934498,187.0833695,North America
El Salvador,21J.Delta,2021-08-02,2021-09-17,47,0.030297835372226082,382.0873362,11.57641921,891.4513362,North America
Grenada,S.N501,2021-03-12,2021-06-12,93,0.006211180115942029,17.25,0.107142857,0.097812565,North America
Grenada,ORF1a.S3675,2021-01-06,2021-04-26,111,0.006211180130434782,23.0,0.142857143,0.154011028,North America
Grenada,21F.Iota,2021-01-06,2021-04-28,113,0.00787401581052762,4.535714286,0.035714286,891.4513362,North America
Grenada,S.Y144-,2021-01-17,2021-05-04,108,0.006211180130434782,23.0,0.142857143,0.126859924,North America
Grenada,20I.Alpha.V1,2021-03-12,2021-05-04,54,0.006211180115942029,17.25,0.107142857,0.097812565,North America
Grenada,21A.21B,2021-07-26,2021-06-21,1,0.006097560967975412,17.57142857,0.107142857,891.4513362,North America
Grenada,S.H69-,2021-03-12,2021-07-06,117,0.006211180115942029,17.25,0.107142857,0.097812565,North America
Grenada,S.P681,2021-06-24,2021-05-20,1,0.006097560981335514,23.42857143,0.142857143,0.081216578,North America
Grenada,21J.Delta,2021-07-26,2021-06-15,1,0.006097560967975412,17.57142857,0.107142857,891.4513362,North America
Guatemala,S.Q677,2021-01-11,2021-06-22,163,0.025248765634616515,1959.675824,49.4793956,1234.37269,North America
Guatemala,S.N501,2021-03-11,2021-09-06,180,0.028101016754856583,14604.17514,410.3921703,1241.571968,North America
Guatemala,S.L18,2021-01-05,2021-07-10,187,0.024223798828828722,15643.95604,378.956044,1479.06204,North America
Guatemala,21A.Delta,2021-07-11,2021-07-05,1,0.0252369747322413,987.7252747,24.9271978,3054.032247,North America
Guatemala,S.Q613,2021-01-02,2021-07-14,194,0.028646793715257975,1219.859203,34.94505495,952.5573108,North America
Guatemala,S.Q677P.Pelican,2021-01-11,2021-10-07,270,0.03522751235762288,322.4526099,11.3592033,769.5980392,North America
Guatemala,20H.Beta.V2,2021-04-19,2021-09-20,155,0.03398748645741083,146.3248626,4.973214286,891.4513362,North America
Guatemala,20B.S.732A,2021-03-19,2021-01-06,1,0.03131177515029771,1425.182692,44.625,1050.413964,North America
Guatemala,21F.Iota,2021-02-19,2021-07-26,158,0.033987287994550516,578.7554945,19.67032967,665.3428831,North America
Guatemala,S.K417,2021-04-19,2021-07-26,99,0.03398748645741083,146.3248626,4.973214286,891.4513362,North America
Guatemala,S.Y145,2021-06-10,2021-05-01,1,0.0313632233631772,183.6861264,5.760989011,891.4513362,North America
Guatemala,S.Y144-,2021-03-11,2021-04-04,25,0.030004118937946463,4727.235577,141.8365385,1097.604753,North America
Guatemala,21H.Mu,2021-06-10,2021-05-07,1,0.0313632233631772,183.6861264,5.760989011,891.4513362,North America
Guatemala,20I.Alpha.V1,2021-03-11,2021-02-09,1,0.030004118922785948,4051.916209,121.5741758,1097.604753,North America
Guatemala,S.A222,2020-12-23,2021-06-27,187,0.03529823620165858,92.20879121,3.254807692,891.4513362,North America
Guatemala,21C.Epsilon,2021-01-08,2021-07-21,195,0.030680682918440963,3453.868132,105.967033,878.44192,North America
Guatemala,S.E484,2020-10-01,2021-04-26,208,0.02421067534901932,20432.25,494.6785714,1140.20989,North America
Guatemala,S.S477,2021-04-04,2021-06-22,80,0.02433799172644766,755.9519231,18.39835165,1991.270916,North America
Guatemala,S.H69-,2021-03-11,2021-04-24,45,0.028058206056362226,4555.434066,127.8173077,1217.641268,North America
Guatemala,20J.Gamma.V3,2021-04-11,2021-04-16,6,0.028101016764199137,8711.262363,244.7953297,1375.590941,North America
Guatemala,20B.S.796H,2021-04-16,2021-07-16,92,0.03398728800387869,144.6888736,4.917582418,891.4513362,North America
Guatemala,S.H655,2021-04-11,2021-05-21,41,0.02810101675841744,9223.68956,259.1950549,1375.590941,North America
Guatemala,21G.Lambda,2021-06-30,2021-03-01,1,0.028058206060752586,759.239011,21.30288462,2367.162023,North America
Haiti,S.Q677,2021-05-20,2021-02-15,1,0.020297102513654814,39.64431487,0.804664723,891.4513362,North America
Haiti,S.N501,2021-05-07,2021-02-09,1,0.027698514219626578,2725.93586,75.50437318,92.67333114,North America
Haiti,S.L18,2021-05-15,2020-11-17,1,0.027698514221209176,3318.530612,91.91836735,93.77488763,North America
Haiti,ORF1a.S3675,2021-05-15,2021-09-22,131,0.027698514221209176,3318.530612,91.91836735,93.77488763,North America
Haiti,S.Y144-,2020-05-15,2021-09-14,488,0.020297102518774618,198.2215743,4.023323615,27.88528868,North America
Haiti,21H.Mu,2021-05-07,2021-06-10,35,0.02686012651637715,348.4198251,9.358600583,99.55869004,North America
Haiti,20I.Alpha.V1,2021-05-19,2020-10-23,1,0.020297102513654814,39.64431487,0.804664723,891.4513362,North America
Haiti,S.E484,2021-05-07,2021-01-10,1,0.027698514219626578,2725.93586,75.50437318,92.67333114,North America
Haiti,S.H69-,2021-05-19,2021-02-08,1,0.020297102513654814,39.64431487,0.804664723,891.4513362,North America
Haiti,20J.Gamma.V3,2021-05-15,2020-07-28,1,0.027698514221209176,3318.530612,91.91836735,93.77488763,North America
Haiti,S.H655,2021-05-15,2020-03-03,1,0.027698514221209176,3318.530612,91.91836735,93.77488763,North America
Haiti,S.P681,2020-12-07,2021-11-24,353,0.027576697683527787,710.4489796,19.59183673,41.61044246,North America
Haiti,21J.Delta,2021-07-27,2021-10-04,70,0.026860126519247254,58.06997085,1.559766764,891.4513362,North America
Honduras,S.Q677,2021-02-17,2021-10-30,256,0.024640185921485733,4137.939394,101.959596,628.4719406,North America
Honduras,S.N501,2021-04-23,2021-02-03,1,0.02639925658265258,3472.893939,91.68181818,938.2405372,North America
Honduras,S.L18,2021-02-10,2021-11-19,283,0.026399256581961596,9261.050505,244.4848485,701.581744,North America
Honduras,S.Q677H.Robin2,2021-02-17,2021-11-03,260,0.024190572254526775,821.1313131,19.86363636,891.4513362,North America
Honduras,S.Q677P.Pelican,2021-02-18,2021-11-03,259,0.024640185915788884,3103.454545,76.46969697,628.2476648,North America
Honduras,20B.S.732A,2021-03-30,2020-06-01,1,0.02439606607729976,952.0909091,23.22727273,891.4513362,North America
Honduras,S.Y144-,2021-03-30,2021-11-16,232,0.024769562844663928,2077.737374,51.46464646,706.3946154,North America
Honduras,20I.Alpha.V1,2021-04-23,2021-10-10,171,0.024769562844663928,1038.868687,25.73232323,891.4513362,North America
Honduras,S.E484,2021-05-19,2021-10-11,146,0.02679051693826536,7549.030303,202.2424242,693.4688013,North America
Honduras,S.H69-,2021-04-23,2021-11-19,211,0.02679051693649093,5032.686869,134.8282828,825.0239756,North America
Honduras,20J.Gamma.V3,2021-05-19,2021-09-02,107,0.02639925658265258,2315.262626,61.12121212,891.4513362,North America
Honduras,S.H655,2021-05-19,2021-07-15,58,0.02639925658265258,2315.262626,61.12121212,891.4513362,North America
Honduras,21J.Delta,2021-07-30,2021-10-29,92,0.026367249950982653,3001.121212,79.13131313,0.0,North America
Jamaica,S.N501,2020-12-21,2021-11-16,331,0.02259799558352282,7821.814667,176.7573333,224.9749152,North America
Jamaica,21A.Delta,2021-07-20,2021-11-15,119,0.02264172907092435,171.8066667,3.89,130.0,North America
Jamaica,21I.Delta,2021-07-14,2021-11-18,128,0.022622345337026777,450.528,10.192,96.87062937,North America
Jamaica,ORF1a.S3675,2020-12-21,2021-10-12,296,0.022587268993839837,7227.08,163.24,230.9927728,North America
Jamaica,21F.Iota,2021-03-01,2021-11-13,258,0.018009237654559678,15.73266667,0.283333333,891.4513362,North America
Jamaica,DanishCluster,2021-03-31,2021-11-26,241,0.015189744361189693,26.158,0.397333333,891.4513362,North America
Jamaica,S.Y145,2021-05-27,2021-11-12,170,0.02259799559349139,861.4333333,19.46666667,54.3024547,North America
Jamaica,S.Y144-,2020-12-21,2021-10-30,314,0.022587268993839834,7158.9,161.7,230.9927728,North America
Jamaica,21H.Mu,2021-05-27,2021-11-04,162,0.02259799559349139,861.4333333,19.46666667,54.3024547,North America
Jamaica,20I.Alpha.V1,2020-12-21,2021-10-24,308,0.022587268993839834,7056.63,159.39,230.9927728,North America
Jamaica,S.A222,2020-12-21,2021-10-07,291,0.02262234533702678,554.496,12.544,224.0315534,North America
Jamaica,21A.21B,2021-07-21,2021-10-13,85,0.02259799558874744,310.116,7.008,139.0,North America
Jamaica,S.E484,2021-03-01,2021-10-16,230,0.022597995594138293,758.0613333,17.13066667,157.2657264,North America
Jamaica,S.H69-,2020-12-21,2021-11-01,316,0.022587268993839834,7056.63,159.39,230.9927728,North America
Jamaica,20A.EU1,2020-12-21,2021-11-03,318,0.023272845674047003,8.192666667,0.190666667,891.4513362,North America
Jamaica,S.P681,2021-01-29,2021-10-25,270,0.022622345337026777,9565.056,216.384,211.831566,North America
Jamaica,21J.Delta,2021-07-13,2021-10-30,110,0.022597995596081076,1481.665333,33.48266667,86.25174825,North America
Panama,S.Q677,2020-12-20,2021-10-04,289,0.017212425349968627,1367.303846,23.53461538,1266.74564,North America
Panama,S.N501,2021-01-11,2021-07-26,197,0.01709382954239903,53284.18462,910.8307692,621.4241823,North America
Panama,S.L18,2021-03-11,2021-07-26,138,0.0170938295473537,18929.90769,323.5846154,352.5890498,North America
Panama,21A.Delta,2021-04-29,2021-07-23,86,0.017096903502096132,700.4192308,11.975,891.4513362,North America
Panama,S.Q613,2021-03-05,2021-07-15,133,0.017184349928071406,661.0442308,11.35961538,891.4513362,North America
Panama,S.Q677P.Pelican,2020-12-20,2021-09-29,284,0.016793900319259758,408.3442308,6.857692308,891.4513362,North America
Panama,20H.Beta.V2,2021-01-11,2021-10-05,268,0.015998288282489555,1096.511538,17.54230769,3740.0,North America
Panama,ORF1a.S3675,2021-01-12,2021-07-31,201,0.017093829544394184,51180.86154,874.8769231,609.2843481,North America
Panama,21F.Iota,2021-04-19,2021-08-14,118,0.017096903497214228,1400.838462,23.95,315.4,North America
Panama,S.K417,2021-01-11,2021-08-29,231,0.015998288282489555,1096.511538,17.54230769,3740.0,North America
Panama,S.Y144-,2020-04-12,2021-07-07,452,0.017093829544457123,45572.0,779.0,1119.859366,North America
Panama,21H.Mu,2021-04-01,2021-09-12,165,0.017098338801252416,6298.182692,107.6884615,311.8916256,North America
Panama,20I.Alpha.V1,2021-03-25,2021-09-22,182,0.0170938295473537,18929.90769,323.5846154,322.9772404,North America
Panama,S.A222,2020-11-27,2021-08-08,255,0.01873330695722623,311.0461538,5.826923077,891.4513362,North America
Panama,S.T572,2020-04-15,2021-10-07,541,0.017106238307539254,3490.067308,59.70192308,1129.208694,North America
